충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
정읍시 보건소,정읍시 보건소,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 수성1로 61,,환경부(한국자동차환경협회),1661-9408,35.5779677,126.8545348,2020-06-23,4690000,전라북도 정읍시
정읍시 제2청사,정읍시 제2청사 주차장,전라북도,연중무휴,0:00,23:59,N,Y,DC콤보,,2,N,전라북도 정읍시 정우면 정우남로 282,,환경부(한국자동차환경협회),1661-9408,35.62260113,126.8954558,2020-06-23,4690000,전라북도 정읍시
"정읍녹두장군휴게소(상,하)",정읍녹두장군휴게소 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,N,전라북도 정읍시 북면 정신로 135-61,전라북도 정읍시 북면 남산리 산 19-1,환경부(한국자동차환경협회),1661-9408,35.60146954,126.8615817,2020-06-23,4690000,전라북도 정읍시
김대중컨벤션센터,제3전시장 하역장,광주광역시,연중무휴,23:59,23:59,Y,N,-,2,2,N,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,김대중컨벤션센터,062-611-2133,35.14677832,126.8404827,2020-06-08,B551900,김대중컨벤션센터
김대중컨벤션센터,지하주차장,광주광역시,연중무휴,23:59,23:59,Y,Y,DC차데모+AC3상+DC콤보,1,1,Y,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,김대중컨벤션센터,062-611-2133,35.14677832,126.8404827,2020-06-08,B551900,김대중컨벤션센터
국민체육센터 공공급속충전소,충청북도 괴산군 괴산읍 서부리654,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 괴산읍 임꺽정로113,,한국환경공단,032-590-3678,36.8146933,127.783476,2020-01-01,4460000,충청북도 괴산군
푸른내문화센터 공공급속충전소,충청북도 괴산군 청천면 금관로473,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 청천면 금관로473,,한국환경공단,032-590-3678,36.65863047,127.7388582,2020-01-01,4460000,충청북도 괴산군
칠성면사무소 공공급속충전소,충청북도 괴산군 칠성면 도정로 61,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 칠성면 도정로 61,,한국전력공사,,36.78788718,127.8637175,2020-01-01,4460000,충청북도 괴산군
괴산휴게소 공공급속충전소,충청북도 괴산군 장연면 중부내륙고속도로 205(마산방향),충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 장연면 중부내륙고속도로 205(마산방향),,환경부,1661-9408,36.83140904,127.9578676,2020-01-01,4460000,충청북도 괴산군
괴산휴게소 공공급속충전소,충청북도 괴산군 장연면 중부내륙고속도로 204(양평방향),충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 장연면 중부내륙고속도로 204(양평방향),,환경부,1661-9408,36.8318227,127.9602043,2020-01-01,4460000,충청북도 괴산군
연풍면사무소 공공급속충전소,충청북도 괴산군 연풍면 향교로 71,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 연풍면 향교로 71,,자동차환경협회,02-3473-1221,36.76659851,128.0009509,2020-01-01,4460000,충청북도 괴산군
장연면사무소 공공급속충전소,충청북도 괴산군 장연면 미선로 오가 5길7,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 장연면 미선로 오가 5길7,,자동차환경협회,02-3473-1221,36.824133,127.9554516,2020-01-01,4460000,충청북도 괴산군
청안면사무소 공공급속충전소,충청북도 괴산군 청안면 청안읍내로 2길 7,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 청안면 청안읍내로 2길 7,,자동차환경협회,02-3473-1221,36.77214511,127.6398188,2020-01-01,4460000,충청북도 괴산군
불정면사무소 공공급속충전소,충청북도 괴산군 불정면 목도로 2길 11,충청북도,-,0:00,23:59,N,Y,-,0,1,N,충청북도 괴산군 불정면 목도로 2길 11,,자동차환경협회,02-3473-1221,36.87118066,127.8540582,2020-01-01,4460000,충청북도 괴산군
구미보건소,정문 앞 주차장,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 선산대로 111,경상북도 구미시 지산동 853-12,환경부,1661-9408,36.139929,128.345942,2020-06-22,5080000,경상북도 구미시
한국전력 구미지사,주차장 입구,경상북도,연중무휴,6:00,23:00,n,y,"DC차데모, AC3상, DC콤보",,2,n,경상북도 구미시 백산로 166,경상북도 구미시 송정동 79,한국전력,1899-2100,36.117764,128.350115,2020-06-22,5080000,경상북도 구미시
롯데마트 구미점,4층 주차장,경상북도,"매월 2,4주 수요일",10:00,23:00,n,y,"DC차데모, AC3상, DC콤보",,2,n,경상북도 구미시 구미대로22길 11-0,경상북도 구미시 신평동 465,환경부,1661-9408,36.113788,128.365409,2020-06-22,5080000,경상북도 구미시
이마트 구미점,3층 주차장,경상북도,"매월 2,4주 수요일",10:00,23:00,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 구미대로 256,경상북도 구미시 광평동 65-1,한국전력,1899-2100,36.109445,128.364895,2020-06-22,5080000,경상북도 구미시
이마트 구미점,4층 주차장,경상북도,"매월 2,4주 수요일",10:00,23:00,n,y,"DC차데모, DC콤보",,18,n,경상북도 구미시 구미대로 256,경상북도 구미시 광평동 65-1,에스트래픽,031-601-3500,36.109445,128.364895,2020-06-22,5080000,경상북도 구미시
홈플러스구미점,3층 주차장,경상북도,"매월 2,4주 수요일",10:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 구미대로 174,경상북도 구미시 광평동 792-21,한국전력,1899-2100,36.102756,128.363789,2020-06-22,5080000,경상북도 구미시
이마트 동구미점,3층 옥상주차장,경상북도,"매월 2,4주 수요일",10:00,23:00,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 이계북로 23,경상북도 구미시 임수동 92-28,한국전력,1899-2100,36.106357,128.404103,2020-06-22,5080000,경상북도 구미시
구미 아리랑주유소,주유소 내,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 금오대로382,경상북도 구미시 오태동 659-13,환경부,1661-9408,36.07797,128.352916,2020-06-22,5080000,경상북도 구미시
남구미모터스,주차장 입구,경상북도,"일요일, 토요일15:30",8:30,18:00,n,y,"DC차데모(기아자동차 차량 한정, 무료)",,1,n,경상북도 구미시 왕산로5길 7,경상북도 구미시 임은동 659-13,기아자동차,054-462-8500,36.087236,128.367656,2020-06-22,5080000,경상북도 구미시
단계천 복개주차장,선산읍사무소 버스정류장 옆,경상북도,연중무휴,0:00,23:59,n,y,"DC차데모, AC3상, DC콤보",,1,n,경상북도 구미시 선산읍 단계동길 52,경상북도 구미시 완전리 432,환경부,1661-9408,36.241096,128.298344,2020-06-22,5080000,경상북도 구미시
정읍시청,시청 후문 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 충정로 234,전라북도 정읍시 수성동 440-1,환경부(한국자동차환경협회),1661-9408,35.56932678,126.8562979,2020-06-23,4690000,전라북도 정읍시
칠보면사무소,칠보면 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 칠보면 칠보중앙로 68,전라북도 정읍시 칠보면 시산리 587-3,환경부(한국자동차환경협회),1661-9408,35.60259434,126.9935286,2020-06-23,4690000,전라북도 정읍시
"정읍휴게소(상,하)",정읍휴게소 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,N,전라북도 정읍시 북면 정신로 135-61,"전라북도 정읍시 북면 남산리 산19-1, 산20-17",환경부(한국자동차환경협회),1661-9408,35.60146954,126.8615817,2020-06-23,4690000,전라북도 정읍시
한국전력공사(정읍지점),한국전력공사 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 서부로 5,전라북도 정읍시 연지동 252-26,한국전력공사,1899-2100,35.56899068,126.8440362,2020-06-23,4690000,전라북도 정읍시
시기공영주차장,시기공영주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,Y,전라북도 정읍시 조곡천2길 12,전라북도 정읍시 시기동 364,전라북도 정읍시청,063-539-5702,35.5656596,126.8559501,2020-06-23,4690000,전라북도 정읍시
수성공영주차장,수성공영주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,Y,,전라북도 정읍시 수성동 524-20,전라북도 정읍시청,063-539-5702,35.5696856,126.8506242,2020-06-23,4690000,전라북도 정읍시
내장산국립공원1주차장,제1주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,Y,전라북도 정읍시 내장호반로 536,전라북도 정읍시 내장동 52,환경부(한국자동차환경협회),1661-9408,35.4940621,126.925604,2020-06-23,4690000,전라북도 정읍시
내장산국립공원 네이처센터,네이처센터 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,Y,전라북도 정읍시 내장호반로 273-6,전라북도 정읍시 내장동 169-1,환경부(한국자동차환경협회),1661-9408,35.50797248,126.9068303,2020-06-23,4690000,전라북도 정읍시
태인면사무소,태인면 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 태인면 정읍북로 1193,전라북도 정읍시 태인면 태창리 425,한국전력공사,1899-2100,35.6505634,126.932089,2020-06-23,4690000,전라북도 정읍시
롯데마트 정읍점,롯데마트 정읍점,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 벚꽃로 85,전라북도 정읍시 농소동 446-1,한국전기차충전서비스,1522-1782,35.57934282,126.8397928,2020-06-23,4690000,전라북도 정읍시
정읍역,정읍역 주차장,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,2,Y,전라북도 정읍시 서부산업도로 305,전라북도 정읍시 연지동 343-1,한국전력공사,1899-2100,35.57564746,126.8425008,2020-06-23,4690000,전라북도 정읍시
내장산국립공원,내장산국립공원 탐방안내소,전라북도,연중무휴,0:00,23:59,N,Y,AC3상 7핀+DC차데모 10핀+DC콤보 7핀,,1,N,전라북도 정읍시 내장산로 1207,전라북도 정읍시 내장동 673-1,환경부(한국자동차환경협회),1661-9408,35.48790984,126.907475,2020-06-23,4690000,전라북도 정읍시
여가캠핑장,여가캠핑장,전라북도,연중무휴,0:00,23:59,N,Y,DC콤보,,2,N,전라북도 정읍시 내장산로 390,,환경부(한국자동차환경협회),1661-9408,35.5255969,126.8961462,2020-06-23,4690000,전라북도 정읍시
공주시 계룡그린콘도,충청남도 공주시 반포면 천장이길 6 주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 반포면 천장이길 6,충청남도 공주시 반포면 학봉리 724,차지비,,36.35834285,127.2365931,2020-04-21,6440000,충청남도
공주시 계룡그린콘도,충청남도 공주시 반포면 천장이길 6 주차장,충청남도,연중무휴,0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 반포면 천장이길 6,충청남도 공주시 반포면 학봉리 724,차지비,,36.35834285,127.2365931,2020-04-21,6440000,충청남도
대성자동차공업㈜,충청남도 공주시 유구읍 유구외곽로126 옥외주차장,충청남도,"토요일,일요일",0:00,0:00,Y,N,AC완속,,,N,충청남도 공주시 유구읍 유구외곽로 126,충청남도 공주시 유구읍 녹천리 19,파워큐브,,36.5591926,126.9453101,2020-04-21,6440000,충청남도
주교면 행정복지센터,충청남도 보령시 주교면 울계큰길 396,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 보령시 주교면 울계큰길 396,충청남도 보령시 주교면 주교리 92-2,환경부(한국자동차환경협회),,36.39084844,126.569272,2020-04-21,6440000,충청남도
주교면 행정복지센터,충청남도 보령시 주교면 울계큰길 396,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 보령시 주교면 울계큰길 396,충청남도 보령시 주교면 주교리 92-2,환경부(한국자동차환경협회),,36.39084844,126.569272,2020-04-21,6440000,충청남도
대천해수욕장 제1주차장,충청남도 보령시 신흑동 1437-3,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,충청남도 보령시 신흑동 1437-3,환경부(한국자동차환경협회),,36.30702396,126.520072,2020-04-21,6440000,충청남도
대천해수욕장 제1주차장,충청남도 보령시 신흑동 1437-3,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,충청남도 보령시 신흑동 1437-3,환경부(한국자동차환경협회),,36.30702396,126.520072,2020-04-21,6440000,충청남도
머드광장,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽",환경부(한국자동차환경협회),,36.31674825,126.5135745,2020-04-21,6440000,충청남도
머드광장,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,"충청남도 보령시 신흑동 2279, 입구 우측 안쪽",환경부(한국자동차환경협회),,36.31674825,126.5135745,2020-04-21,6440000,충청남도
무창포해수욕장 제6공영주차장,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",환경부(한국자동차환경협회),,36.23866862,126.5310164,2020-04-21,6440000,충청남도
무창포해수욕장 제6공영주차장,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,,"충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측",환경부(한국자동차환경협회),,36.23866862,126.5310164,2020-04-21,6440000,충청남도
주포면사무소,충청남도 보령시 주포면 보령읍성길 38-1,충청남도,연중무휴,0:00,0:00,N,Y,DC콤보,,,N,충청남도 보령시 주포면 보령읍성길 38-1,충청남도 보령시 주포면 보령리 425-1,환경부(한국자동차환경협회),,36.41555961,126.5869616,2020-04-21,6440000,충청남도
탄현제3공영주차장,지상1층주차장,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 고양시 일산서구 탄중로 244-2,경기도 고양시 일산서구 탄현동 1589,한국전기차충전서비스,1522-1782,37.692729,126.7724158,2020-06-30,3940000,경기도 고양시
N2WASH 일산전기차충전소,지상1층,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+DC콤보,0,2,N,,경기도 고양시 일산동구 백석동 1123-13,제주전기자동차서비스,1670-2690,37.629714,126.7912,2020-06-30,3940000,경기도 고양시
VIC마켓 킨텍스점,지하2층주차장,경기도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 고양시 일산서구 주엽로 79,경기도 고양시 일산서구 대화동 1050-171,한국자동차환경협회,1661-9408,37.66727235,126.7536606,2020-06-30,3940000,경기도 고양시
스타필드 고양,지하2층주차장,경기도,연중무휴,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 고양시 덕양구 고양대로 1955,경기도 고양시 덕양구 동산동 370,한국자동차환경협회,1661-9408,37.64697631,126.8947784,2020-06-30,3940000,경기도 고양시
